order_id,customer_id,restaurant_id,order_date,delivery_time,order_status,total_amount,payment_mode,feedback_rating,total_fulfillment_minutes,discount_applied
265,247,14,13-07-2023 20:07,13-07-2023 20:49,Cancelled,2538.42,Credit Card,3.91,42,33.25
266,335,45,28-08-2024 11:27,28-08-2024 12:13,Cancelled,2945.19,UPI,0.41,46,25.44
267,317,150,14-11-2023 11:47,14-11-2023 12:48,Pending,2769.14,Cash,2.34,61,48.66
268,367,190,20-05-2025 02:03,20-05-2025 03:04,Cancelled,3980.39,UPI,4.32,61,25.48
269,448,77,09-09-2023 15:13,09-09-2023 16:30,Cancelled,2917.66,Cash,2.62,77,15.09
270,85,198,27-09-2024 13:00,27-09-2024 13:46,Pending,2473,Credit Card,1.36,46,35.99
271,14,48,16-11-2024 14:06,16-11-2024 14:36,Delivered,714.16,Cash,0.44,30,40.35
272,87,9,02-08-2023 14:24,02-08-2023 15:22,Delivered,3943.43,Credit Card,0.12,58,46.67
273,381,31,04-11-2023 23:16,05-11-2023 00:46,Cancelled,717.38,UPI,2.63,90,18
274,4,110,24-08-2023 11:27,24-08-2023 12:27,Cancelled,2776.97,Cash,3.29,60,1.96
275,196,9,27-12-2023 10:34,27-12-2023 11:49,Delivered,4506.03,UPI,4.19,75,24.25
276,373,18,14-12-2023 22:24,14-12-2023 23:38,Pending,1564.55,UPI,3.65,74,2.91
277,12,105,11-09-2024 04:12,11-09-2024 05:28,Pending,1786.04,Cash,1.32,76,49.15
278,382,46,09-05-2025 16:08,09-05-2025 16:59,Delivered,1611.5,Credit Card,4.53,51,1.58
279,35,51,20-06-2025 18:54,20-06-2025 20:11,Pending,3919.79,Cash,2.01,77,18.08
280,235,123,18-02-2025 04:14,18-02-2025 05:24,Delivered,4452.29,Credit Card,0.93,70,37.44
281,71,190,20-04-2025 14:17,20-04-2025 14:51,Pending,3159.15,Cash,2.73,34,39.71
282,397,174,03-03-2024 19:37,03-03-2024 20:36,Cancelled,3832.33,UPI,0.5,59,32.18
283,399,67,29-04-2024 17:27,29-04-2024 18:44,Pending,3386.48,Cash,0.32,77,45.78
284,265,124,01-12-2024 04:12,01-12-2024 05:28,Delivered,3512.98,Credit Card,4.79,76,37.19
285,172,67,28-05-2024 22:01,28-05-2024 23:27,Delivered,3960.42,UPI,4.29,86,7.3
286,11,153,16-05-2024 01:21,16-05-2024 01:58,Delivered,1249.1,Cash,4.04,37,18.07
287,192,146,29-07-2024 15:47,29-07-2024 16:46,Delivered,396.86,Credit Card,1.56,59,33.95
288,247,34,05-08-2024 03:57,05-08-2024 05:13,Cancelled,2482.66,Cash,0.49,76,11.87
289,253,144,10-12-2023 05:10,10-12-2023 06:18,Pending,2924.99,UPI,1.18,68,44.12
290,337,46,25-07-2023 07:54,25-07-2023 09:24,Pending,2930.84,Cash,0.38,90,27.28
291,316,54,30-08-2023 07:34,30-08-2023 08:09,Delivered,2392.91,UPI,0.46,35,49.95
292,476,83,11-09-2023 23:12,12-09-2023 00:26,Delivered,1106,Cash,3.9,74,14.83
293,478,50,25-07-2024 06:22,25-07-2024 07:23,Cancelled,749.85,UPI,1.84,61,15.38
294,153,63,18-02-2025 08:19,18-02-2025 08:55,Delivered,4322.61,UPI,1.1,36,44.56
295,31,121,27-04-2025 10:26,27-04-2025 11:08,Delivered,769.98,UPI,3.8,42,31.3
296,254,170,05-01-2025 01:30,05-01-2025 02:30,Pending,1592.59,Credit Card,2.45,60,11.38
297,174,122,31-05-2024 05:42,31-05-2024 06:22,Pending,3447.88,Cash,1.04,40,18.79
298,118,139,28-12-2023 00:23,28-12-2023 01:51,Cancelled,4887.17,UPI,4.68,88,16.5
299,427,103,17-01-2024 09:34,17-01-2024 10:46,Pending,942.66,Credit Card,1.54,72,8.43
300,448,54,24-04-2024 07:16,24-04-2024 07:54,Cancelled,2671.26,UPI,1.49,38,4.36
301,335,116,23-11-2023 14:30,23-11-2023 15:15,Cancelled,502.36,Credit Card,0.57,45,40.75
302,426,128,12-06-2025 00:56,12-06-2025 02:23,Pending,437.59,UPI,0.09,87,0.85
303,303,106,10-05-2024 23:50,11-05-2024 00:26,Delivered,4738.49,Credit Card,0.61,36,46.24
304,264,148,30-07-2024 23:28,31-07-2024 00:31,Delivered,4781.1,Cash,4.3,63,48.22
305,237,130,10-04-2025 13:36,10-04-2025 14:15,Cancelled,1955.07,Credit Card,4.92,39,17.01
306,387,52,13-01-2024 03:39,13-01-2024 04:21,Delivered,1969.53,UPI,4.33,42,10.31
307,395,131,18-02-2025 17:22,18-02-2025 18:09,Pending,2244.63,Credit Card,2.54,47,17.29
308,204,174,25-11-2024 22:30,25-11-2024 23:17,Pending,2676.71,UPI,1.32,47,13.72
309,385,43,29-04-2025 00:20,29-04-2025 01:13,Pending,1136.34,Cash,1.34,53,42.65
310,275,178,28-08-2023 02:17,28-08-2023 03:00,Delivered,1736.51,Cash,1.36,43,12.63
311,121,187,11-10-2024 15:06,11-10-2024 15:48,Pending,4782.36,UPI,3.86,42,13.6
312,92,163,13-02-2024 12:17,13-02-2024 13:32,Delivered,926.64,Cash,2.13,75,32.96
313,234,104,08-12-2024 02:24,08-12-2024 03:19,Cancelled,1857.7,UPI,0.51,55,3.66
314,491,75,06-03-2025 04:28,06-03-2025 05:13,Cancelled,246.67,UPI,0.88,45,32.91
315,397,104,16-01-2025 16:33,16-01-2025 18:03,Cancelled,2201.15,Credit Card,2.79,90,27.19
316,127,78,27-03-2024 03:43,27-03-2024 04:24,Delivered,2633.04,Cash,0.02,41,26.91
317,385,120,22-04-2025 02:51,22-04-2025 03:31,Cancelled,4328.06,Credit Card,4.82,40,41.72
318,208,193,21-01-2025 09:40,21-01-2025 11:05,Cancelled,4148.21,Cash,1.1,85,31.47
319,117,189,09-09-2023 23:46,10-09-2023 00:19,Delivered,2396.8,Cash,1.32,33,3.32
320,300,111,06-10-2024 00:12,06-10-2024 01:41,Delivered,3032.98,UPI,2.31,89,41.26
321,196,184,11-03-2025 21:48,11-03-2025 22:36,Pending,2741.54,Cash,3.57,48,44.06
322,457,51,10-01-2025 22:16,10-01-2025 23:15,Pending,2665.65,Credit Card,1.92,59,30.84
323,333,182,16-03-2025 16:40,16-03-2025 17:39,Pending,4632.74,Credit Card,2.52,59,37.74
324,5,44,23-07-2023 05:44,23-07-2023 07:06,Delivered,296.92,Credit Card,2.65,82,43.36
325,168,142,08-06-2025 12:40,08-06-2025 13:17,Delivered,2086.94,Cash,2.97,37,3.08
326,466,78,07-12-2024 04:25,07-12-2024 05:06,Pending,4351.52,Credit Card,0.78,41,16.84
327,101,180,21-07-2023 21:22,21-07-2023 22:34,Pending,3958.27,Cash,0.46,72,46.64
328,5,174,06-07-2024 23:05,06-07-2024 23:38,Cancelled,2189.51,UPI,2.5,33,34.28
329,10,180,10-01-2024 15:38,10-01-2024 16:59,Pending,571.13,Credit Card,1.23,81,35.53
330,192,102,07-07-2025 05:42,07-07-2025 06:29,Delivered,902.05,Cash,2.36,47,21.07
331,355,70,12-07-2024 18:41,12-07-2024 19:45,Delivered,470.74,Cash,0.65,64,22.86
332,178,99,21-04-2024 16:21,21-04-2024 17:10,Pending,3246.53,UPI,0.96,49,21.69
333,2,110,22-08-2024 07:22,22-08-2024 08:14,Pending,3106.51,Cash,4.48,52,23.38
334,30,26,04-05-2025 04:22,04-05-2025 05:34,Delivered,2004.12,UPI,1.6,72,9.1
335,319,97,29-10-2023 04:20,29-10-2023 05:37,Delivered,4283.69,Cash,4.58,77,22.77
336,305,65,24-12-2023 05:33,24-12-2023 06:05,Cancelled,1414.71,Credit Card,0.13,32,18.85
337,436,172,20-12-2023 02:30,20-12-2023 03:52,Cancelled,2915.04,Credit Card,0.28,82,15.51
338,275,82,14-03-2024 06:29,14-03-2024 07:18,Pending,1354.98,Cash,2.97,49,33.33
339,323,31,07-03-2025 14:13,07-03-2025 15:43,Pending,3283.79,Credit Card,0.27,90,26.09
340,399,50,27-05-2024 23:26,28-05-2024 00:11,Cancelled,3638.99,Credit Card,1.05,45,32.45
341,486,127,24-06-2024 10:56,24-06-2024 11:59,Pending,1947.5,UPI,3.03,63,34.45
342,464,57,10-09-2023 05:57,10-09-2023 07:01,Delivered,3066.25,Credit Card,1.63,64,23.55
343,285,151,17-04-2024 23:56,18-04-2024 01:14,Pending,574.54,Credit Card,0.24,78,10.76
344,215,121,09-07-2024 00:20,09-07-2024 01:32,Pending,4494.01,UPI,0.71,72,41.19
345,263,24,27-05-2024 00:40,27-05-2024 01:24,Delivered,4732.67,Cash,4.92,44,36
346,102,152,16-02-2025 02:52,16-02-2025 04:04,Cancelled,4100.72,UPI,2.91,72,44.98
347,52,16,14-04-2024 08:38,14-04-2024 10:05,Cancelled,3274.37,Cash,2.03,87,37.06
348,411,27,25-07-2023 18:19,25-07-2023 19:24,Pending,313.42,Credit Card,1.93,65,41.42
349,206,4,31-10-2023 21:32,31-10-2023 22:42,Cancelled,4708.48,Cash,3.99,70,14.77
350,289,178,31-07-2023 10:54,31-07-2023 11:33,Pending,1857.6,Credit Card,4.52,39,48.65
351,275,194,04-03-2024 20:22,04-03-2024 21:03,Delivered,3749.86,UPI,4.8,41,12.66
352,42,66,27-07-2024 11:03,27-07-2024 11:42,Cancelled,3241.66,Cash,1.68,39,29.68
353,490,50,28-10-2024 06:43,28-10-2024 07:40,Cancelled,4919.15,Credit Card,3,57,14.47
354,160,129,12-05-2025 11:16,12-05-2025 12:43,Cancelled,4864.45,Credit Card,0.79,87,24.55
355,477,75,15-04-2025 13:34,15-04-2025 15:00,Cancelled,999.56,UPI,4.44,86,49.55
356,149,118,20-10-2023 19:53,20-10-2023 21:02,Cancelled,760.69,UPI,0.28,69,0.09
357,316,74,18-10-2023 16:06,18-10-2023 16:45,Pending,2909.84,UPI,1.43,39,32.25
358,315,42,16-08-2024 10:11,16-08-2024 11:29,Delivered,292.65,Cash,4.76,78,43.51
359,361,44,07-06-2025 18:35,07-06-2025 19:15,Pending,580.75,UPI,3.22,40,0.43
360,93,184,05-12-2024 22:36,05-12-2024 23:46,Delivered,4438.28,Credit Card,2.76,70,44.14
361,194,19,05-03-2025 13:27,05-03-2025 14:18,Delivered,3256.32,Credit Card,4.76,51,37.47
362,460,105,27-10-2023 02:43,27-10-2023 04:03,Cancelled,4529.45,UPI,2.46,80,2.6
363,203,27,20-06-2025 12:09,20-06-2025 12:41,Delivered,486.01,UPI,2.03,32,20.26
364,75,77,16-08-2023 15:25,16-08-2023 16:19,Pending,4961.17,Credit Card,0.65,54,1.42
365,213,57,26-02-2025 22:38,27-02-2025 00:04,Cancelled,1847.41,UPI,0.64,86,18.97
366,87,103,10-08-2024 17:16,10-08-2024 18:43,Pending,2102.68,Cash,4.66,87,49.83
367,303,176,03-06-2025 02:45,03-06-2025 03:36,Cancelled,1487.54,UPI,0.48,51,0.98
368,40,153,14-08-2024 20:43,14-08-2024 21:17,Delivered,3085.09,Credit Card,4.3,34,39.58
369,483,34,15-12-2023 11:21,15-12-2023 12:22,Pending,4353.93,UPI,4.11,61,31.51
370,7,139,26-12-2024 01:52,26-12-2024 02:27,Pending,377.06,Credit Card,2.67,35,43.33
371,144,110,13-08-2024 14:03,13-08-2024 15:23,Cancelled,2171.3,Credit Card,0.56,80,12.83
372,164,13,26-04-2025 12:30,26-04-2025 13:04,Pending,4482.51,Credit Card,2.87,34,2.59
373,455,27,14-05-2025 05:39,14-05-2025 06:24,Cancelled,3969.25,UPI,1.28,45,35.74
374,93,57,28-09-2024 08:05,28-09-2024 09:25,Pending,1110.66,UPI,1.72,80,10.74
375,30,50,14-07-2024 21:00,14-07-2024 21:34,Pending,2826.05,UPI,2.88,34,43.87
376,423,198,19-05-2025 10:59,19-05-2025 12:04,Cancelled,972.88,UPI,1.38,65,43.44
377,61,18,13-10-2023 18:22,13-10-2023 19:12,Cancelled,4134.91,Cash,0.94,50,48.9
378,432,85,02-02-2025 14:33,02-02-2025 15:14,Delivered,3242.99,Cash,0.26,41,21.55
379,425,58,02-01-2024 16:13,02-01-2024 17:33,Pending,3521.43,Cash,1.12,80,3.43
380,422,117,30-07-2024 09:54,30-07-2024 10:39,Pending,3399.44,Cash,1.84,45,25.38
381,353,92,09-02-2025 14:05,09-02-2025 14:55,Pending,1537.2,Cash,1.29,50,30.12
382,299,79,05-09-2024 22:37,05-09-2024 23:16,Delivered,4065.11,Cash,4.94,39,39.88
383,286,156,21-09-2024 19:53,21-09-2024 21:02,Delivered,2080.35,UPI,2.01,69,30.68
384,476,189,06-07-2024 18:41,06-07-2024 19:36,Delivered,243.66,Cash,2.49,55,35.48
385,115,36,06-09-2023 20:03,06-09-2023 20:42,Delivered,963.69,Credit Card,1.76,39,45.85
386,440,36,12-09-2023 21:49,12-09-2023 22:30,Delivered,4211.52,Cash,3.37,41,19.9
387,89,117,04-10-2024 05:51,04-10-2024 06:21,Pending,1996.21,UPI,2.21,30,8.23
388,329,95,09-04-2025 22:30,09-04-2025 23:09,Delivered,797.39,Cash,2.8,39,42.92
389,405,88,15-06-2025 18:18,15-06-2025 18:53,Delivered,4453.16,UPI,1.06,35,33.64
390,279,124,19-01-2024 15:26,19-01-2024 16:04,Cancelled,3995.58,UPI,3.93,38,27.6
391,289,81,06-06-2025 07:09,06-06-2025 08:24,Pending,345.65,Cash,3.52,75,25.33
392,83,106,23-11-2023 18:42,23-11-2023 19:19,Pending,821.07,Credit Card,2.35,37,47.73
393,19,63,08-10-2023 18:14,08-10-2023 19:11,Pending,854.75,UPI,2.18,57,2.02
394,199,35,18-10-2023 19:26,18-10-2023 20:22,Cancelled,2861.98,Cash,4.1,56,47.15
395,493,42,11-10-2024 23:28,12-10-2024 00:46,Delivered,1472.75,Credit Card,4.01,78,10.85
396,318,55,10-02-2025 07:55,10-02-2025 09:07,Cancelled,4627.65,UPI,3.63,72,48.51
397,211,83,22-05-2025 18:47,22-05-2025 19:34,Delivered,133.9,Cash,3.31,47,3.6
398,497,46,26-08-2024 16:27,26-08-2024 17:37,Cancelled,2886.07,UPI,0.53,70,12.51
399,232,77,28-10-2024 04:49,28-10-2024 05:47,Delivered,4761.43,UPI,0.04,58,25.92
400,18,81,18-09-2024 06:42,18-09-2024 08:00,Pending,1549.76,Credit Card,0.11,78,42.24
401,184,119,14-05-2024 22:38,14-05-2024 23:12,Pending,1891.8,UPI,4.9,34,9.48
402,336,74,06-11-2024 23:09,07-11-2024 00:07,Delivered,1607.34,Credit Card,0.28,58,21.83
403,442,48,02-04-2025 09:47,02-04-2025 10:56,Pending,1553.31,Credit Card,0.38,69,36.93
404,271,92,17-07-2024 13:10,17-07-2024 14:09,Pending,2148.34,UPI,1.1,59,13.87
405,310,156,06-08-2024 05:24,06-08-2024 06:34,Delivered,1075.62,UPI,3.17,70,33.16
406,313,50,08-01-2025 11:49,08-01-2025 12:26,Pending,4211.62,UPI,4.58,37,4.33
407,69,59,26-05-2024 00:54,26-05-2024 02:22,Pending,4882.14,Credit Card,0.82,88,21.3
408,227,9,20-09-2024 07:54,20-09-2024 08:39,Delivered,2347.32,UPI,0.22,45,40.48
409,271,41,04-08-2023 17:51,04-08-2023 18:46,Delivered,1881.79,Credit Card,3.28,55,0.85
410,464,171,26-04-2024 08:28,26-04-2024 09:16,Cancelled,3186.27,Cash,3.07,48,18.77
411,146,43,06-02-2024 23:06,07-02-2024 00:28,Pending,2282.27,Credit Card,4.89,82,42.07
412,428,148,28-06-2025 16:12,28-06-2025 17:08,Cancelled,3376.81,Cash,1.53,56,22.97
413,84,25,20-05-2025 19:52,20-05-2025 21:10,Pending,1960.21,UPI,2.92,78,42.3
414,95,177,24-02-2025 14:57,24-02-2025 16:00,Pending,1314.04,Cash,4.27,63,32.98
415,274,172,02-01-2025 15:20,02-01-2025 16:40,Cancelled,4537.17,Credit Card,2.1,80,11.05
416,137,18,25-02-2025 00:41,25-02-2025 02:02,Cancelled,1186.22,Cash,1.64,81,2.99
417,86,40,07-07-2024 10:48,07-07-2024 12:15,Cancelled,1362.94,Credit Card,4.14,87,15.27
418,244,73,22-12-2024 01:11,22-12-2024 02:10,Pending,3231.85,Credit Card,3.51,59,6.27
419,125,162,28-02-2025 02:27,28-02-2025 03:36,Pending,4325.31,Cash,2.78,69,8.36
420,191,78,06-05-2024 15:03,06-05-2024 15:57,Cancelled,4087.63,Credit Card,0.3,54,38.98
421,161,21,03-10-2023 03:50,03-10-2023 04:57,Cancelled,2160.51,UPI,2.64,67,22.7
422,58,42,15-03-2025 09:15,15-03-2025 10:09,Cancelled,3188.93,UPI,4.91,54,31.53
423,228,133,18-01-2024 04:01,18-01-2024 04:38,Delivered,2580.72,Credit Card,4.54,37,47.04
424,348,169,29-05-2024 22:19,29-05-2024 23:40,Cancelled,1490.2,Cash,2.56,81,48.08
425,35,103,18-03-2025 08:22,18-03-2025 09:23,Cancelled,2322.55,Credit Card,4.98,61,4
426,10,95,02-09-2023 12:51,02-09-2023 13:52,Pending,4507.52,UPI,1.22,61,15.85
427,182,66,30-03-2025 07:18,30-03-2025 08:33,Cancelled,1842.38,Cash,1.85,75,48.69
428,413,12,13-07-2024 10:06,13-07-2024 10:38,Cancelled,2967.36,Credit Card,4.36,32,17.73
429,430,174,21-07-2023 04:00,21-07-2023 05:07,Delivered,2178.41,Credit Card,0.2,67,44.05
430,255,197,01-12-2023 00:00,01-12-2023 00:36,Delivered,1103.48,Credit Card,4.24,36,34.98
431,26,189,13-01-2025 23:41,14-01-2025 00:28,Delivered,950.85,Cash,3.1,47,3.32
432,394,176,22-11-2023 03:28,22-11-2023 04:52,Cancelled,1927.56,Cash,1.63,84,9.79
433,470,148,04-12-2023 20:17,04-12-2023 21:01,Delivered,3987.32,Credit Card,0.17,44,23.7
434,106,186,08-08-2023 19:06,08-08-2023 20:29,Cancelled,1860.58,Cash,0.28,83,30.55
435,320,173,31-08-2023 19:47,31-08-2023 20:21,Cancelled,2546.01,UPI,1.42,34,31.53
436,137,114,18-05-2025 22:35,18-05-2025 23:56,Cancelled,1942.3,Credit Card,1.26,81,11.3
437,347,194,19-07-2023 10:37,19-07-2023 11:50,Delivered,149.65,UPI,3.78,73,33.64
438,410,66,26-11-2024 23:41,27-11-2024 00:19,Pending,3403.4,UPI,2.43,38,33.12
439,225,150,03-06-2025 19:59,03-06-2025 20:52,Pending,2312.24,Credit Card,4.5,53,34.83
440,309,158,25-08-2023 18:14,25-08-2023 19:25,Cancelled,2984.27,Credit Card,0.16,71,45.61
441,479,77,08-09-2023 08:51,08-09-2023 09:40,Pending,1331.83,UPI,3.18,49,27.49
442,223,181,03-03-2024 10:05,03-03-2024 11:12,Pending,2627.57,Credit Card,4.24,67,5.35
443,58,165,26-05-2024 13:01,26-05-2024 13:41,Cancelled,2066.7,Credit Card,3.94,40,49.22
444,215,167,05-04-2024 13:33,05-04-2024 14:28,Pending,1685.58,Cash,3.66,55,43.89
445,161,168,30-12-2023 09:56,30-12-2023 10:32,Cancelled,4209.39,UPI,4.11,36,31.71
446,192,190,20-11-2023 01:53,20-11-2023 02:50,Pending,2100.71,UPI,3.82,57,31.04
447,90,42,21-04-2025 22:30,21-04-2025 23:58,Delivered,4523.99,Credit Card,2.44,88,29.54
448,398,112,26-11-2024 18:49,26-11-2024 20:08,Cancelled,2456.77,UPI,3.91,79,1.2
449,91,76,01-09-2023 14:04,01-09-2023 15:10,Cancelled,9.08,Credit Card,4.95,66,9.08
450,337,37,04-06-2025 00:51,04-06-2025 02:18,Cancelled,2933.5,Cash,1.48,87,12.79
451,15,132,26-04-2024 22:50,26-04-2024 23:29,Cancelled,2464.41,Cash,1.97,39,29.44
452,222,142,15-01-2025 11:42,15-01-2025 12:55,Pending,2509.6,UPI,3.39,73,25.25
453,203,149,28-06-2024 10:21,28-06-2024 10:59,Delivered,807.66,Credit Card,1.5,38,3.25
454,174,4,19-04-2025 11:23,19-04-2025 11:57,Cancelled,4346.07,Cash,4.27,34,49.27
455,234,98,08-03-2024 01:27,08-03-2024 02:29,Delivered,4806.14,Cash,0.57,62,37.22
456,85,124,08-04-2025 23:42,09-04-2025 01:02,Cancelled,3460.12,Credit Card,0.15,80,42.68
457,416,21,23-03-2025 20:16,23-03-2025 21:44,Delivered,347.91,UPI,3.57,88,12.03
458,406,61,08-01-2024 21:32,08-01-2024 23:01,Delivered,1452.62,UPI,2.03,89,1.96
459,157,119,02-12-2024 04:55,02-12-2024 05:50,Pending,4373.41,Credit Card,3.54,55,25.98
460,261,168,11-08-2023 02:36,11-08-2023 03:15,Cancelled,604.17,Cash,4.76,39,25.46
461,381,130,23-09-2024 11:31,23-09-2024 12:03,Cancelled,300.57,Credit Card,2.93,32,23.48
462,106,92,22-09-2024 03:52,22-09-2024 04:26,Delivered,2153.78,UPI,3.64,34,25.66
463,221,94,29-07-2023 16:32,29-07-2023 17:07,Delivered,1395.77,UPI,2.91,35,20.29
464,188,80,23-09-2024 21:30,23-09-2024 22:48,Delivered,893.59,Credit Card,2.12,78,11.95
465,333,37,14-10-2024 00:08,14-10-2024 00:47,Delivered,4669.45,Cash,4.07,39,20.81
466,491,38,06-09-2023 12:54,06-09-2023 14:03,Delivered,3948.24,Cash,4.34,69,0.35
467,249,31,23-02-2025 06:38,23-02-2025 07:37,Delivered,4520.5,Cash,3.14,59,26.84
468,124,173,17-11-2024 13:19,17-11-2024 14:28,Cancelled,1084.09,Cash,4.05,69,36.84
469,137,57,10-03-2024 18:52,10-03-2024 19:22,Pending,4750.73,UPI,4.78,30,30.13
470,292,29,24-07-2024 07:13,24-07-2024 08:16,Pending,1386.13,UPI,1.21,63,43.47
471,460,147,19-02-2024 21:44,19-02-2024 22:32,Cancelled,2672.9,Cash,2.84,48,45.2
472,302,159,06-08-2024 05:41,06-08-2024 06:45,Delivered,711.74,Cash,0.46,64,23.84
473,289,118,01-08-2023 18:04,01-08-2023 19:28,Cancelled,566.2,Cash,2.52,84,31.72
474,187,84,25-02-2025 13:01,25-02-2025 14:18,Pending,1948.31,Cash,4.63,77,40.84
475,92,53,11-01-2025 09:36,11-01-2025 10:49,Delivered,680.52,Credit Card,0.05,73,10.58
476,52,7,12-06-2024 20:05,12-06-2024 20:49,Pending,4250.97,UPI,4.72,44,11.98
477,124,84,25-01-2024 20:30,25-01-2024 21:38,Delivered,1984.55,UPI,1.87,68,6.14
478,488,131,14-11-2023 15:47,14-11-2023 16:45,Cancelled,285.44,Credit Card,4.53,58,29.83
479,425,168,12-09-2023 01:25,12-09-2023 02:29,Cancelled,2666.07,UPI,0.59,64,18.77
480,226,38,25-01-2024 19:03,25-01-2024 20:12,Pending,127.53,Cash,3.83,69,44.97
481,415,24,30-08-2024 03:27,30-08-2024 04:01,Cancelled,2302.06,UPI,3.98,34,24.47
482,401,117,22-04-2025 09:01,22-04-2025 10:07,Cancelled,4618.56,UPI,2.48,66,28.78
483,302,36,20-04-2024 20:01,20-04-2024 21:16,Delivered,3152.48,Cash,1.61,75,44.59
484,252,53,18-06-2024 05:22,18-06-2024 06:37,Pending,4960.18,Cash,0.46,75,7.14
485,132,148,06-09-2023 08:52,06-09-2023 09:39,Pending,1116.64,Credit Card,1.37,47,45.03
486,66,153,03-08-2024 19:38,03-08-2024 20:49,Cancelled,3532.33,Cash,1.63,71,47.81
487,282,20,05-12-2023 18:56,05-12-2023 19:55,Pending,1133.18,Credit Card,3.41,59,36.66
488,288,6,10-12-2023 11:31,10-12-2023 12:37,Delivered,2752.49,UPI,0.31,66,16.91
489,352,106,28-05-2025 12:55,28-05-2025 13:32,Delivered,272.19,Cash,0.02,37,1.21
490,279,200,05-07-2024 06:44,05-07-2024 07:58,Cancelled,1437.17,Cash,0.66,74,38.87
491,464,47,30-12-2023 22:18,30-12-2023 22:53,Cancelled,2320.53,Credit Card,2.82,35,29.18
492,173,114,12-07-2024 02:03,12-07-2024 02:54,Cancelled,638.26,Cash,0.83,51,41.69
493,145,150,11-07-2025 22:27,11-07-2025 23:16,Pending,2467.71,Cash,0.54,49,42.92
494,487,191,11-04-2024 03:10,11-04-2024 04:35,Pending,4631.84,Credit Card,0.46,85,1.37
495,471,177,06-12-2024 19:44,06-12-2024 20:52,Delivered,868.79,Credit Card,3.92,68,16.77
496,166,69,20-12-2024 10:49,20-12-2024 12:10,Pending,572.68,Cash,4.59,81,38.55
497,49,148,06-05-2024 23:24,07-05-2024 00:18,Delivered,832.85,Cash,0.12,54,1.07
498,473,86,31-01-2024 05:36,31-01-2024 06:31,Delivered,2172,Credit Card,4.03,55,40.56
499,122,18,29-07-2023 17:38,29-07-2023 18:53,Cancelled,3558.99,UPI,0,75,12.34
500,342,32,18-11-2023 19:50,18-11-2023 21:15,Delivered,1786.57,Credit Card,0.28,85,29.07
501,294,89,19-11-2024 09:52,19-11-2024 10:41,Cancelled,3192.2,Credit Card,0.36,49,49.73
502,152,77,28-01-2024 07:48,28-01-2024 09:09,Pending,2059.3,Credit Card,0.71,81,40.11
503,48,92,07-10-2024 21:43,07-10-2024 22:45,Pending,1952.85,Credit Card,4.32,62,40.22
504,485,133,03-11-2023 23:01,03-11-2023 23:57,Pending,1766.84,Cash,4.41,56,2.8
505,163,135,29-02-2024 14:05,29-02-2024 15:04,Pending,792.47,UPI,1.13,59,7.57
506,86,35,09-12-2024 23:39,10-12-2024 00:31,Cancelled,4204.75,Cash,0.14,52,12.64
507,471,172,29-04-2025 18:18,29-04-2025 19:47,Cancelled,3669.08,UPI,0.15,89,27.77
508,290,158,23-05-2024 04:07,23-05-2024 05:17,Cancelled,4554.92,Credit Card,2.27,70,39.68
509,193,31,05-11-2024 06:36,05-11-2024 07:12,Cancelled,3736.94,Cash,0.99,36,27.28
510,254,136,02-06-2025 05:51,02-06-2025 06:37,Cancelled,1133.93,UPI,0.67,46,46.6
511,10,138,20-07-2023 20:30,20-07-2023 21:49,Cancelled,2698.8,UPI,0.85,79,45.15
512,336,12,08-09-2024 21:28,08-09-2024 22:14,Delivered,4111.53,UPI,3.28,46,47.31
513,491,198,16-09-2023 17:21,16-09-2023 18:31,Pending,1867.17,Credit Card,2.81,70,41.82
514,495,96,04-03-2025 19:37,04-03-2025 21:01,Pending,970.97,Credit Card,1.8,84,14.71
515,385,71,15-04-2024 02:10,15-04-2024 03:15,Cancelled,536.35,Credit Card,2.6,65,8.5
516,374,51,23-03-2025 16:50,23-03-2025 17:32,Delivered,803.36,Credit Card,2.3,42,10.14
517,140,118,11-09-2024 00:25,11-09-2024 01:38,Delivered,3689.54,UPI,0.01,73,43.44
518,460,53,13-05-2025 15:35,13-05-2025 16:32,Delivered,4722.08,Cash,4.69,57,30.83
519,400,36,02-02-2025 00:27,02-02-2025 01:01,Cancelled,4708.99,Credit Card,3.95,34,31.24
520,470,60,03-07-2025 04:29,03-07-2025 05:13,Cancelled,856.4,Credit Card,2.53,44,22.17
521,412,69,27-04-2024 01:37,27-04-2024 02:24,Delivered,2795.11,Cash,2.21,47,28.49
522,384,128,15-08-2023 01:04,15-08-2023 02:23,Pending,675.33,Cash,1.37,79,25.55
523,226,26,19-03-2024 04:34,19-03-2024 05:28,Delivered,789.9,Cash,1.62,54,49.42
524,360,69,28-08-2024 22:18,28-08-2024 23:10,Cancelled,438.87,Cash,1.14,52,19.71
525,108,123,12-10-2024 02:56,12-10-2024 03:39,Pending,3009.44,Cash,4.38,43,23.27
526,463,43,16-01-2025 01:08,16-01-2025 02:37,Delivered,1908.01,UPI,2.37,89,7.57
527,22,124,01-07-2025 07:04,01-07-2025 07:44,Cancelled,430.85,UPI,4.54,40,28.31
528,377,155,19-04-2025 21:30,19-04-2025 22:31,Pending,4408.6,Cash,4.87,61,10.59
529,293,188,16-03-2024 20:12,16-03-2024 20:53,Delivered,786.58,Cash,2.63,41,35.38
